name,link,city,area,cuisine,rating,votes,has_online_delivery,has_table_booking,price
Cafe Niloufer Premium Lounge,https://www.swiggy.com/dapi/menu/pl?restaurantId=228215,hyderabad,Banjara Hills,"Bakery, Beverages, Snacks, Desserts",4.7,53K+,1,0,₹200 for two
45th Avenue by Karachi Bakery,https://www.swiggy.com/dapi/menu/pl?restaurantId=345356,hyderabad,Jubilee Hills,"Desserts, Bakery, European, Lebanese, Asian, American",4.5,9.6K+,1,0,₹700 for two
Shah Ghouse Hotel & Restaurant,https://www.swiggy.com/dapi/menu/pl?restaurantId=33040,hyderabad,Gachibowli,"Biryani, Chinese, Mughlai, Tandoor",4.3,228K+,1,0,₹350 for two
Magnolia Bakery,https://www.swiggy.com/dapi/menu/pl?restaurantId=643320,hyderabad,Jubilee Hills,"Bakery, Desserts",4.6,8.3K+,1,0,₹500 for two
Paradise Biryani,https://www.swiggy.com/dapi/menu/pl?restaurantId=362655,hyderabad,Jubilee Hills,"Biryani, Kebabs, North Indian, Hyderabadi",4.1,7.3K+,1,0,₹400 for two
Lucky Restaurant,https://www.swiggy.com/dapi/menu/pl?restaurantId=358725,hyderabad,Banjara Hills,"Biryani, Tandoor",4.1,67K+,1,0,₹300 for two
Baskin Robbins - Ice Cream Desserts,https://www.swiggy.com/dapi/menu/pl?restaurantId=505763,hyderabad,Shaikpet,"Desserts, Ice Cream",4.7,631,1,0,₹250 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=17095,hyderabad,Banjara Hills,"Burgers, Fast Food, Rolls & Wraps",4.2,27K+,1,0,₹400 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=340856,hyderabad,Tolichowki,Pizzas,4.4,8.1K+,1,0,₹350 for two
Chinese Wok,https://www.swiggy.com/dapi/menu/pl?restaurantId=509004,hyderabad,Madhapur,"Chinese, Asian, Tibetan, Desserts",4,4.3K+,1,0,₹250 for two
Little Italy,https://www.swiggy.com/dapi/menu/pl?restaurantId=1203,hyderabad,Jubilee Hills,"Italian, Pizzas, Pastas, Salads, Desserts",4.3,5.4K+,1,0,₹1200 for two
Mealy - Your Everyday Meal,https://www.swiggy.com/dapi/menu/pl?restaurantId=1111971,hyderabad,Manikonda,"North Indian, Beverages, Street Food",4,15,1,0,₹200 for two
The Belgian Waffle Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=413320,hyderabad,Manikonda,"Waffle, Desserts, Ice Cream",4.3,4.2K+,1,0,₹200 for two
Big Bowl,https://www.swiggy.com/dapi/menu/pl?restaurantId=509082,hyderabad,Madhapur,"Chinese, Tibetan, Desserts",4,3.2K+,1,0,₹250 for two
Homely,https://www.swiggy.com/dapi/menu/pl?restaurantId=80482,hyderabad,Manikonda,"Home Food, North Indian, South Indian, Beverages, Desserts, Thalis",3.9,58K+,1,0,₹200 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=17095,hyderabad,Banjara Hills,"Burgers, Fast Food, Rolls & Wraps",4.2,27K+,1,0,₹400 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=340856,hyderabad,Tolichowki,Pizzas,4.4,8.1K+,1,0,₹350 for two
Chinese Wok,https://www.swiggy.com/dapi/menu/pl?restaurantId=509004,hyderabad,Madhapur,"Chinese, Asian, Tibetan, Desserts",4,4.3K+,1,0,₹250 for two
Little Italy,https://www.swiggy.com/dapi/menu/pl?restaurantId=1203,hyderabad,Jubilee Hills,"Italian, Pizzas, Pastas, Salads, Desserts",4.3,5.4K+,1,0,₹1200 for two
Big Bowl,https://www.swiggy.com/dapi/menu/pl?restaurantId=509082,hyderabad,Madhapur,"Chinese, Tibetan, Desserts",4,3.2K+,1,0,₹250 for two
Homely,https://www.swiggy.com/dapi/menu/pl?restaurantId=80482,hyderabad,Manikonda,"Home Food, North Indian, South Indian, Beverages, Desserts, Thalis",3.9,58K+,1,0,₹200 for two
Oven Story Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=68328,hyderabad,Shaikpet,"Pizzas, Pastas, Italian, Desserts, Beverages",4.4,7.6K+,1,0,₹400 for two
Dum Safar Biryani,https://www.swiggy.com/dapi/menu/pl?restaurantId=639476,hyderabad,JUBLI HILL ALCAZAR,"Biryani, Hyderabadi, Kebabs, North Indian, barbeque",3.7,841,1,0,₹500 for two
Theobroma,https://www.swiggy.com/dapi/menu/pl?restaurantId=690583,hyderabad,Film Nagar,Desserts,4.4,1.8K+,1,0,₹400 for two
Bakingo,https://www.swiggy.com/dapi/menu/pl?restaurantId=436045,hyderabad,Tolichowki,Bakery,4.6,9.0K+,1,0,₹300 for two
Concu,https://www.swiggy.com/dapi/menu/pl?restaurantId=247464,hyderabad,Film Nagar,"Cafe, Desserts, Beverages",4.7,2.6K+,1,0,₹750 for two
BOX8 - Desi Meals,https://www.swiggy.com/dapi/menu/pl?restaurantId=402943,hyderabad,Mehdipatnam,"North Indian, Biryani, Thalis, Home Food",4.5,3.8K+,1,0,₹200 for two
Cravery,https://www.swiggy.com/dapi/menu/pl?restaurantId=307200,hyderabad,Jubilee Hills,"Italian, American, European, Desserts, Cafe",4.5,2.6K+,1,0,₹700 for two
Cafe Niloufer Premium Lounge,https://www.swiggy.com/dapi/menu/pl?restaurantId=228215,hyderabad,Banjara Hills,"Bakery, Beverages, Snacks, Desserts",4.7,53K+,1,0,₹200 for two
45th Avenue by Karachi Bakery,https://www.swiggy.com/dapi/menu/pl?restaurantId=345356,hyderabad,Jubilee Hills,"Desserts, Bakery, European, Lebanese, Asian, American",4.5,9.6K+,1,0,₹700 for two
Shah Ghouse Hotel & Restaurant,https://www.swiggy.com/dapi/menu/pl?restaurantId=33040,hyderabad,Gachibowli,"Biryani, Chinese, Mughlai, Tandoor",4.3,228K+,1,0,₹350 for two
Magnolia Bakery,https://www.swiggy.com/dapi/menu/pl?restaurantId=643320,hyderabad,Jubilee Hills,"Bakery, Desserts",4.6,8.3K+,1,0,₹500 for two
Paradise Biryani,https://www.swiggy.com/dapi/menu/pl?restaurantId=362655,hyderabad,Jubilee Hills,"Biryani, Kebabs, North Indian, Hyderabadi",4.1,7.3K+,1,0,₹400 for two
Lucky Restaurant,https://www.swiggy.com/dapi/menu/pl?restaurantId=358725,hyderabad,Banjara Hills,"Biryani, Tandoor",4.1,67K+,1,0,₹300 for two
Baskin Robbins - Ice Cream Desserts,https://www.swiggy.com/dapi/menu/pl?restaurantId=505763,hyderabad,Shaikpet,"Desserts, Ice Cream",4.7,631,1,0,₹250 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=17095,hyderabad,Banjara Hills,"Burgers, Fast Food, Rolls & Wraps",4.2,27K+,1,0,₹400 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=340856,hyderabad,Tolichowki,Pizzas,4.4,8.1K+,1,0,₹350 for two
Chinese Wok,https://www.swiggy.com/dapi/menu/pl?restaurantId=509004,hyderabad,Madhapur,"Chinese, Asian, Tibetan, Desserts",4,4.3K+,1,0,₹250 for two
Little Italy,https://www.swiggy.com/dapi/menu/pl?restaurantId=1203,hyderabad,Jubilee Hills,"Italian, Pizzas, Pastas, Salads, Desserts",4.3,5.4K+,1,0,₹1200 for two
Mealy - Your Everyday Meal,https://www.swiggy.com/dapi/menu/pl?restaurantId=1111971,hyderabad,Manikonda,"North Indian, Beverages, Street Food",4,15,1,0,₹200 for two
The Belgian Waffle Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=413320,hyderabad,Manikonda,"Waffle, Desserts, Ice Cream",4.3,4.2K+,1,0,₹200 for two
Big Bowl,https://www.swiggy.com/dapi/menu/pl?restaurantId=509082,hyderabad,Madhapur,"Chinese, Tibetan, Desserts",4,3.2K+,1,0,₹250 for two
Homely,https://www.swiggy.com/dapi/menu/pl?restaurantId=80482,hyderabad,Manikonda,"Home Food, North Indian, South Indian, Beverages, Desserts, Thalis",3.9,58K+,1,0,₹200 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=377795,hyderabad,Jubilee Hills,Pizzas,4.5,6.4K+,1,0,₹350 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=17095,hyderabad,Banjara Hills,"Burgers, Fast Food, Rolls & Wraps",4.2,27K+,1,0,₹400 for two
Big Bowl,https://www.swiggy.com/dapi/menu/pl?restaurantId=509082,hyderabad,Madhapur,"Chinese, Tibetan, Desserts",4,3.2K+,1,0,₹250 for two
Chinese Wok,https://www.swiggy.com/dapi/menu/pl?restaurantId=509004,hyderabad,Madhapur,"Chinese, Asian, Tibetan, Desserts",4,4.3K+,1,0,₹250 for two
Little Italy,https://www.swiggy.com/dapi/menu/pl?restaurantId=1203,hyderabad,Jubilee Hills,"Italian, Pizzas, Pastas, Salads, Desserts",4.3,5.4K+,1,0,₹1200 for two
Oven Story Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=25406,hyderabad,Banjara Hills,"Pizzas, Pastas, Italian, Desserts, Beverages",4.6,9.2K+,1,0,₹400 for two
Dum Safar Biryani,https://www.swiggy.com/dapi/menu/pl?restaurantId=639476,hyderabad,JUBLI HILL ALCAZAR,"Biryani, Hyderabadi, Kebabs, North Indian, barbeque",3.7,841,1,0,₹500 for two
Theobroma,https://www.swiggy.com/dapi/menu/pl?restaurantId=690583,hyderabad,Film Nagar,Desserts,4.4,1.8K+,1,0,₹400 for two
Bakingo,https://www.swiggy.com/dapi/menu/pl?restaurantId=436045,hyderabad,Tolichowki,Bakery,4.6,9.0K+,1,0,₹300 for two
45th Avenue by Karachi Bakery,https://www.swiggy.com/dapi/menu/pl?restaurantId=345356,hyderabad,Jubilee Hills,"Desserts, Bakery, European, Lebanese, Asian, American",4.5,9.6K+,1,0,₹700 for two
Concu,https://www.swiggy.com/dapi/menu/pl?restaurantId=247464,hyderabad,Film Nagar,"Cafe, Desserts, Beverages",4.7,2.6K+,1,0,₹750 for two
Cravery,https://www.swiggy.com/dapi/menu/pl?restaurantId=307200,hyderabad,Jubilee Hills,"Italian, American, European, Desserts, Cafe",4.5,2.6K+,1,0,₹700 for two
Cafe Niloufer Premium Lounge,https://www.swiggy.com/dapi/menu/pl?restaurantId=228215,hyderabad,Banjara Hills,"Bakery, Beverages, Snacks, Desserts",4.7,53K+,1,0,₹200 for two
Tigerlily Coffee & Bistro,https://www.swiggy.com/dapi/menu/pl?restaurantId=697621,hyderabad,Jubilee Hills,"European, Asian, Italian, Continental, Pizzas, Burgers, Coffee, Beverages, Pastas, Desserts",4.4,729,1,0,₹1500 for two
Shah Ghouse Hotel & Restaurant,https://www.swiggy.com/dapi/menu/pl?restaurantId=34634,hyderabad,Tolichowki,"Biryani, Chinese, Mughlai, Tandoor",4.3,327K+,1,0,₹350 for two
Labonel Fine Baking,https://www.swiggy.com/dapi/menu/pl?restaurantId=622359,hyderabad,Jubilee Hills,"Desserts, Bakery",4.8,446,1,0,₹1200 for two
Broadway,https://www.swiggy.com/dapi/menu/pl?restaurantId=317833,hyderabad,Jubilee Hills,"Italian, Indian, Chinese",4.4,5.3K+,1,0,₹800 for two
The Good Bowl,https://www.swiggy.com/dapi/menu/pl?restaurantId=155413,hyderabad,Banjara Hills,"Biryani, North Indian, Pastas, Punjabi, Desserts, Beverages",4.3,3.3K+,1,0,₹400 for two
AnTeRa Kitchen And Bar,https://www.swiggy.com/dapi/menu/pl?restaurantId=459237,hyderabad,Jubilee Hills,"Indian, Biryani, Chinese",4.3,10K+,1,0,₹900 for two
Baskin Robbins - Ice Cream Desserts,https://www.swiggy.com/dapi/menu/pl?restaurantId=505763,hyderabad,Shaikpet,"Desserts, Ice Cream",4.7,631,1,0,₹250 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=377795,hyderabad,Jubilee Hills,Pizzas,4.5,6.4K+,1,0,₹350 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=1279797,hyderabad,Peddammagudi Metro,"Burgers, Fast Food, Rolls & Wraps",3.8,189,1,0,₹400 for two
Big Bowl,https://www.swiggy.com/dapi/menu/pl?restaurantId=509082,hyderabad,Madhapur,"Chinese, Tibetan, Desserts",4,3.2K+,1,0,₹250 for two
Chinese Wok,https://www.swiggy.com/dapi/menu/pl?restaurantId=509004,hyderabad,Madhapur,"Chinese, Asian, Tibetan, Desserts",4,4.3K+,1,0,₹250 for two
The Belgian Waffle Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=70932,hyderabad,Madhapur,"Waffle, Desserts, Ice Cream, Beverages",4.5,13K+,1,0,₹200 for two
Little Italy,https://www.swiggy.com/dapi/menu/pl?restaurantId=1203,hyderabad,Jubilee Hills,"Italian, Pizzas, Pastas, Salads, Desserts",4.3,5.4K+,1,0,₹1200 for two
Oven Story Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=25406,hyderabad,Banjara Hills,"Pizzas, Pastas, Italian, Desserts, Beverages",4.6,9.2K+,1,0,₹400 for two
Cheesecake & Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=967291,hyderabad,Mehdipatnam,"Desserts, Bakery",4.4,331,1,0,₹300 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=377795,hyderabad,Jubilee Hills,Pizzas,4.5,6.4K+,1,0,₹350 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=17095,hyderabad,Banjara Hills,"Burgers, Fast Food, Rolls & Wraps",4.2,27K+,1,0,₹400 for two
Big Bowl,https://www.swiggy.com/dapi/menu/pl?restaurantId=509082,hyderabad,Madhapur,"Chinese, Tibetan, Desserts",4,3.2K+,1,0,₹250 for two
Chinese Wok,https://www.swiggy.com/dapi/menu/pl?restaurantId=509004,hyderabad,Madhapur,"Chinese, Asian, Tibetan, Desserts",4,4.3K+,1,0,₹250 for two
Little Italy,https://www.swiggy.com/dapi/menu/pl?restaurantId=1203,hyderabad,Jubilee Hills,"Italian, Pizzas, Pastas, Salads, Desserts",4.3,5.4K+,1,0,₹1200 for two
Oven Story Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=25406,hyderabad,Banjara Hills,"Pizzas, Pastas, Italian, Desserts, Beverages",4.6,9.2K+,1,0,₹400 for two
Dum Safar Biryani,https://www.swiggy.com/dapi/menu/pl?restaurantId=639476,hyderabad,JUBLI HILL ALCAZAR,"Biryani, Hyderabadi, Kebabs, North Indian, barbeque",3.7,841,1,0,₹500 for two
Theobroma,https://www.swiggy.com/dapi/menu/pl?restaurantId=690583,hyderabad,Film Nagar,Desserts,4.4,1.8K+,1,0,₹400 for two
Bakingo,https://www.swiggy.com/dapi/menu/pl?restaurantId=436045,hyderabad,Tolichowki,Bakery,4.6,9.0K+,1,0,₹300 for two
45th Avenue by Karachi Bakery,https://www.swiggy.com/dapi/menu/pl?restaurantId=345356,hyderabad,Jubilee Hills,"Desserts, Bakery, European, Lebanese, Asian, American",4.5,9.6K+,1,0,₹700 for two
Concu,https://www.swiggy.com/dapi/menu/pl?restaurantId=247464,hyderabad,Film Nagar,"Cafe, Desserts, Beverages",4.7,2.6K+,1,0,₹750 for two
Cravery,https://www.swiggy.com/dapi/menu/pl?restaurantId=307200,hyderabad,Jubilee Hills,"Italian, American, European, Desserts, Cafe",4.5,2.6K+,1,0,₹700 for two
Cafe Niloufer Premium Lounge,https://www.swiggy.com/dapi/menu/pl?restaurantId=228215,hyderabad,Banjara Hills,"Bakery, Beverages, Snacks, Desserts",4.7,53K+,1,0,₹200 for two
Tigerlily Coffee & Bistro,https://www.swiggy.com/dapi/menu/pl?restaurantId=697621,hyderabad,Jubilee Hills,"European, Asian, Italian, Continental, Pizzas, Burgers, Coffee, Beverages, Pastas, Desserts",4.4,729,1,0,₹1500 for two
Shah Ghouse Hotel & Restaurant,https://www.swiggy.com/dapi/menu/pl?restaurantId=34634,hyderabad,Tolichowki,"Biryani, Chinese, Mughlai, Tandoor",4.3,327K+,1,0,₹350 for two
Labonel Fine Baking,https://www.swiggy.com/dapi/menu/pl?restaurantId=622359,hyderabad,Jubilee Hills,"Desserts, Bakery",4.8,446,1,0,₹1200 for two
Broadway,https://www.swiggy.com/dapi/menu/pl?restaurantId=317833,hyderabad,Jubilee Hills,"Italian, Indian, Chinese",4.4,5.3K+,1,0,₹800 for two
The Good Bowl,https://www.swiggy.com/dapi/menu/pl?restaurantId=155413,hyderabad,Banjara Hills,"Biryani, North Indian, Pastas, Punjabi, Desserts, Beverages",4.3,3.3K+,1,0,₹400 for two
AnTeRa Kitchen And Bar,https://www.swiggy.com/dapi/menu/pl?restaurantId=459237,hyderabad,Jubilee Hills,"Indian, Biryani, Chinese",4.3,10K+,1,0,₹900 for two
Baskin Robbins - Ice Cream Desserts,https://www.swiggy.com/dapi/menu/pl?restaurantId=505763,hyderabad,Shaikpet,"Desserts, Ice Cream",4.7,631,1,0,₹250 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=377795,hyderabad,Jubilee Hills,Pizzas,4.5,6.4K+,1,0,₹350 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=1279797,hyderabad,Peddammagudi Metro,"Burgers, Fast Food, Rolls & Wraps",3.8,189,1,0,₹400 for two
The Belgian Waffle Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=70932,hyderabad,Madhapur,"Waffle, Desserts, Ice Cream, Beverages",4.5,13K+,1,0,₹200 for two
Big Bowl,https://www.swiggy.com/dapi/menu/pl?restaurantId=509082,hyderabad,Madhapur,"Chinese, Tibetan, Desserts",4,3.2K+,1,0,₹250 for two
Chinese Wok,https://www.swiggy.com/dapi/menu/pl?restaurantId=509004,hyderabad,Madhapur,"Chinese, Asian, Tibetan, Desserts",4,4.3K+,1,0,₹250 for two
Little Italy,https://www.swiggy.com/dapi/menu/pl?restaurantId=1203,hyderabad,Jubilee Hills,"Italian, Pizzas, Pastas, Salads, Desserts",4.3,5.4K+,1,0,₹1200 for two
Oven Story Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=25406,hyderabad,Banjara Hills,"Pizzas, Pastas, Italian, Desserts, Beverages",4.6,9.2K+,1,0,₹400 for two
Cheesecake & Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=967291,hyderabad,Mehdipatnam,"Desserts, Bakery",4.4,331,1,0,₹300 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=756533,hyderabad,Hitech City,"Burgers, Fast Food, Rolls & Wraps",4.2,8.4K+,1,0,₹400 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=10492,hyderabad,Madhapur,Pizzas,4,31K+,1,0,₹350 for two
Homely,https://www.swiggy.com/dapi/menu/pl?restaurantId=193570,hyderabad,Kukatpally,"Home Food, North Indian, South Indian, Beverages, Desserts, Thalis",4.1,9.2K+,1,0,₹200 for two
Big Bowl,https://www.swiggy.com/dapi/menu/pl?restaurantId=509082,hyderabad,Madhapur,"Chinese, Tibetan, Desserts",4,3.2K+,1,0,₹250 for two
Chinese Wok,https://www.swiggy.com/dapi/menu/pl?restaurantId=509004,hyderabad,Madhapur,"Chinese, Asian, Tibetan, Desserts",4,4.3K+,1,0,₹250 for two
Oven Story Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=238121,hyderabad,Hitech City,"Pizzas, Pastas, Italian, Desserts, Beverages",3.9,4.8K+,1,0,₹400 for two
Dum Safar Biryani,https://www.swiggy.com/dapi/menu/pl?restaurantId=639476,hyderabad,JUBLI HILL ALCAZAR,"Biryani, Hyderabadi, Kebabs, North Indian, barbeque",3.7,841,1,0,₹500 for two
Srikanya,https://www.swiggy.com/dapi/menu/pl?restaurantId=34633,hyderabad,Kondapur,"Biryani, Andhra, South Indian",4.3,117K+,1,0,₹400 for two
Theobroma,https://www.swiggy.com/dapi/menu/pl?restaurantId=278208,hyderabad,Madhapur,"Bakery, Desserts",4.4,4.4K+,1,0,₹400 for two
Blue Fox,https://www.swiggy.com/dapi/menu/pl?restaurantId=1205,hyderabad,Hitech City,"Chinese, Andhra",4.2,12K+,1,0,₹1000 for two
Roast,https://www.swiggy.com/dapi/menu/pl?restaurantId=65665,hyderabad,Hitech City,"Cafe, Desserts, Coffee",4.4,5.3K+,1,0,₹850 for two
The Good Bowl,https://www.swiggy.com/dapi/menu/pl?restaurantId=238124,hyderabad,Hitech City,"Biryani, Pastas, Punjabi, Desserts, Beverages",4.1,3.1K+,1,0,₹400 for two
Shah Ghouse Hotel & Restaurant,https://www.swiggy.com/dapi/menu/pl?restaurantId=33040,hyderabad,Gachibowli,"Biryani, Chinese, Mughlai, Tandoor",4.3,228K+,1,0,₹350 for two
Ci Gusta!,https://www.swiggy.com/dapi/menu/pl?restaurantId=1123,hyderabad,Madhapur,"Italian, Desserts, Continental",4.5,9.8K+,1,0,₹700 for two
LunchBox - Meals and Thalis,https://www.swiggy.com/dapi/menu/pl?restaurantId=238126,hyderabad,Hitech City,"Thalis, North Indian, Biryani, South Indian, Desserts, Beverages",4.3,9.3K+,1,0,₹200 for two
Baskin Robbins - Ice Cream Desserts,https://www.swiggy.com/dapi/menu/pl?restaurantId=47521,hyderabad,Madhapur,"Desserts, Ice Cream",4.6,1.6K+,1,0,₹200 for two
Starbucks Coffee,https://www.swiggy.com/dapi/menu/pl?restaurantId=124166,hyderabad,Hitech City,"Beverages, Cafe, Snacks, Desserts, Bakery, Ice Cream",4.5,4.9K+,1,0,₹400 for two
Euphoria,https://www.swiggy.com/dapi/menu/pl?restaurantId=96124,hyderabad,Banjara Hills,"Desserts, Bakery",4.6,1.9K+,1,0,₹600 for two
Flying Spaghetti Monster,https://www.swiggy.com/dapi/menu/pl?restaurantId=22960,hyderabad,Jubilee Hills,"Italian, Pizzas, Pastas, Desserts, Beverages",4.4,6.4K+,1,0,₹1200 for two
Vellanki Foods,https://www.swiggy.com/dapi/menu/pl?restaurantId=34029,hyderabad,Madhapur,"Sweets, Desserts",4.7,37K+,1,0,₹600 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=10492,hyderabad,Madhapur,Pizzas,4,31K+,1,0,₹350 for two
Homely,https://www.swiggy.com/dapi/menu/pl?restaurantId=193570,hyderabad,Kukatpally,"Home Food, North Indian, South Indian, Beverages, Desserts, Thalis",4.1,9.2K+,1,0,₹200 for two
Little Italy,https://www.swiggy.com/dapi/menu/pl?restaurantId=984733,hyderabad,Hitech City,"Italian, Pizzas, Pastas, Salads, Desserts",4.3,522,1,0,₹1200 for two
Big Bowl,https://www.swiggy.com/dapi/menu/pl?restaurantId=509082,hyderabad,Madhapur,"Chinese, Tibetan, Desserts",4,3.2K+,1,0,₹250 for two
Chinese Wok,https://www.swiggy.com/dapi/menu/pl?restaurantId=509004,hyderabad,Madhapur,"Chinese, Asian, Tibetan, Desserts",4,4.3K+,1,0,₹250 for two
Mealy - Your Everyday Meal,https://www.swiggy.com/dapi/menu/pl?restaurantId=1111966,hyderabad,Kukatpally,"North Indian, Beverages, Street Food",4,12,1,0,₹200 for two
The Belgian Waffle Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=70932,hyderabad,Madhapur,"Waffle, Desserts, Ice Cream, Beverages",4.5,13K+,1,0,₹200 for two
Oven Story Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=238121,hyderabad,Hitech City,"Pizzas, Pastas, Italian, Desserts, Beverages",3.9,4.8K+,1,0,₹400 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=756533,hyderabad,Hitech City,"Burgers, Fast Food, Rolls & Wraps",4.2,8.4K+,1,0,₹400 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=10492,hyderabad,Madhapur,Pizzas,4,31K+,1,0,₹350 for two
Homely,https://www.swiggy.com/dapi/menu/pl?restaurantId=193570,hyderabad,Kukatpally,"Home Food, North Indian, South Indian, Beverages, Desserts, Thalis",4.1,9.2K+,1,0,₹200 for two
Chinese Wok,https://www.swiggy.com/dapi/menu/pl?restaurantId=509004,hyderabad,Madhapur,"Chinese, Asian, Tibetan, Desserts",4,4.3K+,1,0,₹250 for two
Big Bowl,https://www.swiggy.com/dapi/menu/pl?restaurantId=509082,hyderabad,Madhapur,"Chinese, Tibetan, Desserts",4,3.2K+,1,0,₹250 for two
Oven Story Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=238121,hyderabad,Hitech City,"Pizzas, Pastas, Italian, Desserts, Beverages",3.9,4.8K+,1,0,₹400 for two
